search_term	match_term	match_type	gene	drug	interaction_types	sources	pmids
EDNRB	EDNRB	Definite	EDNRB	PACLITAXEL	""	NCI	16741060
EDNRB	EDNRB	Definite	EDNRB	MACITENTAN	antagonist	TdgClinicalTrial|ChemblInteractions|GuideToPharmacology|TTD	22458347|22862294|24261583
EDNRB	EDNRB	Definite	EDNRB	BOSENTAN	antagonist	TdgClinicalTrial|ChemblInteractions|TEND|GuideToPharmacology|TTD	16335785|7921608|7858879|15629255|11752352|9806221
EDNRB	EDNRB	Definite	EDNRB	TEZOSENTAN	antagonist	ChemblInteractions	15542526
EDNRB	EDNRB	Definite	EDNRB	DARUSENTAN	antagonist	ChemblInteractions	""
EDNRB	EDNRB	Definite	EDNRB	APROCITENTAN	antagonist	GuideToPharmacology	""
EDNRB	EDNRB	Definite	EDNRB	ATRASENTAN	antagonist	GuideToPharmacology	""
ATF3	ATF3	Definite	ATF3	PROGESTERONE	""	NCI	15674352
FSCN1	FSCN1	Definite	FSCN1	NP-G2-044	""	TTD	""
CYP24A1	CYP24A1	Definite	CYP24A1	DEFERASIROX	""	PharmGKB	29160302|29099735
CYP24A1	CYP24A1	Definite	CYP24A1	CALCITRIOL	""	DTC	25148392
CYP24A1	CYP24A1	Definite	CYP24A1	TELAPREVIR	""	PharmGKB	26158282
CYP24A1	CYP24A1	Definite	CYP24A1	CHEMBL255088	inhibitor	GuideToPharmacology	""
CYP24A1	CYP24A1	Definite	CYP24A1	LUNACALCIPOL	""	TdgClinicalTrial|TTD	""
IL6ST	IL6ST	Definite	IL6ST	BAZEDOXIFENE	""	DTC	24456369
IL6ST	IL6ST	Definite	IL6ST	RALOXIFENE	""	DTC	24456369
IL6ST	IL6ST	Definite	IL6ST	SATRALIZUMAB	antagonist	ChemblInteractions	""
MMP8	MMP8	Definite	MMP8	DOXYCYCLINE	inhibitor	GuideToPharmacology	""
MMP8	MMP8	Definite	MMP8	DOXYCYCLINE HYCLATE	inhibitor	ChemblInteractions	""
MMP8	MMP8	Definite	MMP8	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	""	TdgClinicalTrial	""
MMP8	MMP8	Definite	MMP8	DOXYCYCLINE	inhibitor	ChemblInteractions	""
MMP8	MMP8	Definite	MMP8	CIPEMASTAT	""	TTD	""
MMP8	MMP8	Definite	MMP8	DOXYCYCLINE CALCIUM	inhibitor	ChemblInteractions	""
MMP8	MMP8	Definite	MMP8	CGS-27023A	inhibitor	GuideToPharmacology	""
CFL1	CFL1	Definite	CFL1	FENOFIBRATE	""	DTC	16680159
CFL1	CFL1	Definite	CFL1	PATULIN	""	DTC	16680159
CFL1	CFL1	Definite	CFL1	SERTRALINE	""	DTC	16680159
CFL1	CFL1	Definite	CFL1	ROTENONE	""	DTC	16680159
CFL1	CFL1	Definite	CFL1	CLOTRIMAZOLE	""	DTC	16680159
CFL1	CFL1	Definite	CFL1	CLOFIBRATE	""	DTC	16680159
CFL1	CFL1	Definite	CFL1	MG-132	""	DTC	16680159
CFL1	CFL1	Definite	CFL1	CINNARIZINE	""	DTC	16680159
PALB2	PALB2	Definite	PALB2	RUCAPARIB	""	CIViC	""
PALB2	PALB2	Definite	PALB2	MITOMYCIN	""	CIViC	21135251
PALB2	PALB2	Definite	PALB2	OLAPARIB	""	CIViC	26510020|32343890
ADAM12	ADAM12	Definite	ADAM12	ILOMASTAT	inhibitor	GuideToPharmacology	""
GDNF	GDNF	Definite	GDNF	CLOZAPINE	""	NCI	16496033
GDNF	GDNF	Definite	GDNF	PAROXETINE	""	PharmGKB	24577123
GDNF	GDNF	Definite	GDNF	BROMOCRIPTINE	""	NCI	12770616
GDNF	GDNF	Definite	GDNF	ALCOHOL	""	NCI	10550003
GDNF	GDNF	Definite	GDNF	GENTAMICIN	""	NCI	10871754
GDNF	GDNF	Definite	GDNF	LIATERMIN	""	TTD	""
DDIT3	DDIT3	Definite	DDIT3	DICLOFENAC	""	NCI	15131590
DDIT3	DDIT3	Definite	DDIT3	CISPLATIN	""	NCI	8554977|10071988
DDIT3	DDIT3	Definite	DDIT3	STAUROSPORINE	""	NCI	17167033
DDIT3	DDIT3	Definite	DDIT3	CYCLOSPORINE	""	NCI	15494209
DDIT3	DDIT3	Definite	DDIT3	VITAMIN E	""	NCI	15271854
DDIT3	DDIT3	Definite	DDIT3	STREPTOZOCIN	""	NCI	8482431
DDIT3	DDIT3	Definite	DDIT3	INDOMETHACIN	""	NCI	15131590
DDIT3	DDIT3	Definite	DDIT3	PLATINUM	""	NCI	8996528
DDIT3	DDIT3	Definite	DDIT3	DEFEROXAMINE	""	NCI	8794898
DDIT3	DDIT3	Definite	DDIT3	ETOPOSIDE	""	NCI	9044846
DDIT3	DDIT3	Definite	DDIT3	GLUTAMINE	""	NCI	10377266
DDIT3	DDIT3	Definite	DDIT3	IBUPROFEN	""	NCI	15131590
DDIT3	DDIT3	Definite	DDIT3	BORTEZOMIB	""	NCI	16357160
DDIT3	DDIT3	Definite	DDIT3	PENICILLAMINE	""	NCI	11526215
DDIT3	DDIT3	Definite	DDIT3	AEW-541	""	CIViC	28637688
DDIT3	DDIT3	Definite	DDIT3	FENRETINIDE	""	NCI	17273769|12234979
DDIT3	DDIT3	Definite	DDIT3	PACLITAXEL	""	NCI	8554977
DDIT3	DDIT3	Definite	DDIT3	SURAMIN	""	NCI	9586958
DDIT3	DDIT3	Definite	DDIT3	TAXOTERE	""	NCI	10470115
DDIT3	DDIT3	Definite	DDIT3	CELECOXIB	""	NCI|PharmGKB	17167033|17166886|16597647|15131590|22336956
DDIT3	DDIT3	Definite	DDIT3	SIROLIMUS	""	NCI	11145585
DDIT3	DDIT3	Definite	DDIT3	NICOTINE	""	NCI	11592233
DDIT3	DDIT3	Definite	DDIT3	MANNITOL	""	NCI	8670069
DDIT3	DDIT3	Definite	DDIT3	ASPIRIN	""	NCI	10688535
DDIT3	DDIT3	Definite	DDIT3	CURCUMIN	""	NCI	15271854
DDIT3	DDIT3	Definite	DDIT3	6-DIAZO-5-OXO-L-NORLEUCINE	""	NCI	10377266
SF3B1	SF3B1	Definite	SF3B1	E7107	""	JAX-CKB	27622333
ACKR3	ACKR3	Definite	ACKR3	PLERIXAFOR	agonist	GuideToPharmacology	""
COL18A1	COL18A1	Definite	COL18A1	GLUTAMINE	""	NCI	16572858
COL18A1	COL18A1	Definite	COL18A1	CAMPTOTHECIN	""	NCI	15069724
COL18A1	COL18A1	Definite	COL18A1	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	""	ChemblInteractions	""
COL18A1	COL18A1	Definite	COL18A1	ASPIRIN	""	NCI	11353854
COL18A1	COL18A1	Definite	COL18A1	TAMOXIFEN	""	NCI	16651433
COL18A1	COL18A1	Definite	COL18A1	THROMBIN	""	NCI	15615851
COL18A1	COL18A1	Definite	COL18A1	CELECOXIB	""	NCI	12232050
COL18A1	COL18A1	Definite	COL18A1	OCRIPLASMIN	""	ChemblInteractions	""
EIF4EBP1	EIF4EBP1	Definite	EIF4EBP1	PACLITAXEL	""	NCI	15897904
ANO1	ANO1	Definite	ANO1	CROFELEMER	blocker|antagonist|inhibitor	ChemblInteractions|GuideToPharmacology	19808995
ANO1	ANO1	Definite	ANO1	MIBEFRADIL	blocker	GuideToPharmacology	""
ANO1	ANO1	Definite	ANO1	FLUOXETINE	blocker	GuideToPharmacology	""
TSC1	TSC1	Definite	TSC1	ASPIRIN	""	PharmGKB	""
TSC1	TSC1	Definite	TSC1	SIROLIMUS	""	CIViC	19966866
TSC1	TSC1	Definite	TSC1	EVEROLIMUS	""	CGI|CIViC|OncoKB	22923433|26859683|11010|2015|24622468|23158522
ALOX15	ALOX15	Definite	ALOX15	FISETIN	""	DTC	17869117
ALOX15	ALOX15	Definite	ALOX15	BAICALEIN	""	DTC	17869117
ALOX15	ALOX15	Definite	ALOX15	NORDIHYDROGUAIARETIC ACID	""	DTC	17869117
ALOX15	ALOX15	Definite	ALOX15	GERANIOL	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	ETHOPROPAZINE HYDROCHLORIDE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CITRONELLYL ACETATE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL122701	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL453797	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL220845	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL580851	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	TRICETIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	SILVER SULFADIAZINE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	DL-TRYPTOPHAN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL38288	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	PYROGALLOL	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CISPLATIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL154580	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL29097	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	PHENYLMERCURIC ACETATE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	ATHRAQUINONES A	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	GERALDOL	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	DIHYDROGAMBOGIC ACID	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	KOPARIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	7,8-DIHYDROXYFLAVONE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	THIMEROSAL	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	OLEOYL DOPAMINE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	PURPURIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	DEPHOSTATIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	TYRPHOSTIN 47	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	RHEIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	POMIFERIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	( )-EPITAXIFOLIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	EBSELEN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	U-0126	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	4-CHLOROMERCURIBENZOIC ACID	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL126804	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	DIENESTROL	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL484928	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	4-METHOXYDALBERGIONE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	SIBUTRAMINE HYDROCHLORIDE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	N,N'-DIPHENYL-P-PHENYLENEDIAMINE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	DICHLOROPHEN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	FRAXETIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	APIOL	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHOLECALCIFEROL	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL56731	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CAFFEIC ACID PHENETHYL ESTER	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CATECHOL	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CUMENE HYDROPEROXIDE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL222993	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL598663	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL53898	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHAULMOOGRIC ACID, ETHYL ESTER	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	FENTICLOR	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	SANGUINARINE SULFATE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL72365	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	PTAEROXYLIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	FLAVANONE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	L-755507	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	LEVONORDEFRIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL1481974	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	MYRICETIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	(S)-PROMETHAZINE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL1256678	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	DITHIOLETHIONE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL261557	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL260342	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	TACRINE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL169233	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	APIGENIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	BITHIONOLATE SODIUM	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	DACTINOMYCIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	PURPUROGALLIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL184450	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	E319	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL1341830	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	QUERCETIN	""	DTC	17869117
ALOX15	ALOX15	Definite	ALOX15	CHEMBL8328	""	DTC	17869117
ALOX15	ALOX15	Definite	ALOX15	CHEMBL241813	""	DTC	17869117
ALOX15	ALOX15	Definite	ALOX15	RELCOVAPTAN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CADMIUM ACETATE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	4,4'-DIMETHOXYDALBERGIONE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	EMBELIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	ZIRAM	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	LINOLENIC ACID	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	LUTEOLIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	IRIGENOL	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	LINOLEIC ACID	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL26320	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	LANSOPRAZOLE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL222556	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	JUGLONE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	ARACHIDONOYL GLYCINE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	EHNA	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	SANGUINARIUM	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	NEROLIDOL	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	BISABOLOL	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	BITHIONOL	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	SCH-58261	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL56393	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	IODOACETAMIDE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	AURINTRICARBOXYLIC ACID	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	INAMRINONE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	ARACHIDONIC ACID	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	PROCARBAZINE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	GAVESTINEL SODIUM	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	MERCURIC CHLORIDE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	2',4'-DIHYDROXYCHALCONE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL592124	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL88272	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	DEOXYVASICINONE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	GINGKOLIC ACID	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL67535	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CITRONELLOL	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	DALBERGIONE, 4-METHOXY-4'-HYDROXY-	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	LUFENURON	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	PYRITHIONE ZINC	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	NONIVAMIDE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	BISINDOLYLMALEIMIDE IX	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL601952	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL39878	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL68534	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	THYROXINE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL238624	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	3,4-DIDESMETHYL-5-DESHYDROXY-3'-ETHOXYSCLEROIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL601528	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL151797	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	IRIGINOL HEXAACEATATE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHLORANIL	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	HOMIDIUM BROMIDE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	PHENOTHIAZINE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL307893	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	FEXOFENADINE HYDROCHLORIDE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	3-METHOXYCATECHOL	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	GUTHION	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	5,7-DIHYDROXYISOFLAVONE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	DAPHNETIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	TYRPHOSTIN 25	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	PSEUDOEPHEDRINE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	HEXACHLOROPHENE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	DIPYRONE SODIUM	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	HAEMATOXYLIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	ZAPRINAST	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	E324	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CADMIUM DICHLORIDE	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CATECHIN	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	CHEMBL602213	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	LY-255283	""	DTC	""
ALOX15	ALOX15	Definite	ALOX15	QUINALIZARIN	""	DTC	""
FLT4	FLT4	Definite	FLT4	SORAFENIB	inhibitor|antagonist	TALC|DTC|TdgClinicalTrial|TEND|MyCancerGenomeClinicalTrial|PharmGKB	16729906|16133532|16474853|16757355|17296815|28362716
FLT4	FLT4	Definite	FLT4	CHLORPYRAMIN HYDROCHLORIDE	""	DTC	19610651
FLT4	FLT4	Definite	FLT4	LENVATINIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|GuideToPharmacology	17943726
FLT4	FLT4	Definite	FLT4	AXITINIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|ChemblInteractions|CancerCommons|MyCancerGenomeClinicalTrial	18541897
FLT4	FLT4	Definite	FLT4	IMC-3C5	""	TdgClinicalTrial|TTD	22515444
FLT4	FLT4	Definite	FLT4	SEMAXANIB	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	TESEVATINIB	inhibitor	MyCancerGenome|TdgClinicalTrial|GuideToPharmacology	""
FLT4	FLT4	Definite	FLT4	SU-014813	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	KRN-633	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	ENTRECTINIB	""	DTC	""
FLT4	FLT4	Definite	FLT4	NINTEDANIB ESYLATE	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	ILORASERTIB	inhibitor	DTC|ChemblInteractions|GuideToPharmacology	""
FLT4	FLT4	Definite	FLT4	ENMD-2076	inhibitor	MyCancerGenome|TdgClinicalTrial	""
FLT4	FLT4	Definite	FLT4	SUNITINIB MALATE	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	SITRAVATINIB	inhibitor	GuideToPharmacology	""
FLT4	FLT4	Definite	FLT4	BRIVANIB ALANINATE	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	SB-220025	""	DTC	""
FLT4	FLT4	Definite	FLT4	XL-820	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	TOZASERTIB	""	DTC	""
FLT4	FLT4	Definite	FLT4	TELATINIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	SURUFATINIB	inhibitor	ChemblInteractions|TTD	""
FLT4	FLT4	Definite	FLT4	JNJ-26483327	inhibitor	ChemblInteractions|TTD	""
FLT4	FLT4	Definite	FLT4	CHIAURANIB	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	OSI-632	""	DTC	""
FLT4	FLT4	Definite	FLT4	TIVOZANIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|ClearityFoundationClinicalTrial|ChemblInteractions|GuideToPharmacology|TTD	""
FLT4	FLT4	Definite	FLT4	SOTRASTAURIN	""	DTC	""
FLT4	FLT4	Definite	FLT4	TAE-684	""	DTC	""
FLT4	FLT4	Definite	FLT4	GLESATINIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial	""
FLT4	FLT4	Definite	FLT4	GSK-269962A	""	DTC	""
FLT4	FLT4	Definite	FLT4	REGORAFENIB	inhibitor	TALC|MyCancerGenome|ChemblInteractions|MyCancerGenomeClinicalTrial	""
FLT4	FLT4	Definite	FLT4	MLN-8054	""	DTC	""
FLT4	FLT4	Definite	FLT4	MK-2461	inhibitor	GuideToPharmacology|TTD	""
FLT4	FLT4	Definite	FLT4	MUPARFOSTAT	""	TdgClinicalTrial|TTD	""
FLT4	FLT4	Definite	FLT4	CC-223	inhibitor	GuideToPharmacology	""
FLT4	FLT4	Definite	FLT4	TAFETINIB	inhibitor	GuideToPharmacology	""
FLT4	FLT4	Definite	FLT4	VANDETANIB	inhibitor	TALC|TdgClinicalTrial|ClearityFoundationClinicalTrial|ChemblInteractions|MyCancerGenomeClinicalTrial	""
FLT4	FLT4	Definite	FLT4	XL-999	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	FORETINIB	inhibitor	MyCancerGenome|ChemblInteractions|GuideToPharmacology	""
FLT4	FLT4	Definite	FLT4	PEGPLERANIB SODIUM	""	TdgClinicalTrial	""
FLT4	FLT4	Definite	FLT4	X-82	inhibitor	MyCancerGenome|ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	AZD-1152-HQPA	""	DTC	""
FLT4	FLT4	Definite	FLT4	PAZOPANIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|CIViC|GuideToPharmacology|MyCancerGenomeClinicalTrial	17288876|28377484|27160228
FLT4	FLT4	Definite	FLT4	SUNITINIB	inhibitor	TALC|TdgClinicalTrial|TEND|GuideToPharmacology|MyCancerGenomeClinicalTrial|PharmGKB	17367763|17296815|15688612|16685460|17605814|22015057|19248971
FLT4	FLT4	Definite	FLT4	NINTEDANIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|ClearityFoundationClinicalTrial|GuideToPharmacology	18559524|31016670
FLT4	FLT4	Definite	FLT4	VATALANIB	inhibitor	DTC|MyCancerGenome|TdgClinicalTrial|ChemblInteractions|GuideToPharmacology|TTD	17584317
FLT4	FLT4	Definite	FLT4	CEP-5214	inhibitor	DTC|ChemblInteractions	14640546
FLT4	FLT4	Definite	FLT4	MGCD-265	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	ALSTERPAULLONE	""	DTC	""
FLT4	FLT4	Definite	FLT4	RABEPRAZOLE SODIUM	inhibitor	MyCancerGenome|TTD	""
FLT4	FLT4	Definite	FLT4	BRIVANIB	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	SB-203580	""	DTC	""
FLT4	FLT4	Definite	FLT4	BMS-690514	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	SORAFENIB TOSYLATE	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	PAZOPANIB HYDROCHLORIDE	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	CEDIRANIB	inhibitor	TALC|DTC|TdgClinicalTrial|ClearityFoundationClinicalTrial|ChemblInteractions|GuideToPharmacology	""
FLT4	FLT4	Definite	FLT4	ORANTINIB	inhibitor	MyCancerGenome	""
FLT4	FLT4	Definite	FLT4	PEXMETINIB	inhibitor	GuideToPharmacology	""
FLT4	FLT4	Definite	FLT4	CENISERTIB	""	DTC	""
FLT4	FLT4	Definite	FLT4	SP-600125	""	DTC	""
FLT4	FLT4	Definite	FLT4	AG-13958	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	DOVITINIB	inhibitor	DTC|TdgClinicalTrial|ClearityFoundationClinicalTrial|ChemblInteractions|GuideToPharmacology	""
FLT4	FLT4	Definite	FLT4	TANDUTINIB	""	DTC	""
FLT4	FLT4	Definite	FLT4	ERLOTINIB	""	DTC	""
FLT4	FLT4	Definite	FLT4	GW441756X	""	DTC	""
FLT4	FLT4	Definite	FLT4	MOTESANIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|ChemblInteractions|GuideToPharmacology	""
FLT4	FLT4	Definite	FLT4	TAK-715	""	DTC	""
FLT4	FLT4	Definite	FLT4	LENVATINIB MESYLATE	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	4SC-203	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	GEFITINIB	""	DTC	""
FLT4	FLT4	Definite	FLT4	CEP-7055	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	GO-6976	""	DTC	""
FLT4	FLT4	Definite	FLT4	TAK-593	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	OSI-930	inhibitor	ChemblInteractions	""
FLT4	FLT4	Definite	FLT4	GW843682X	""	DTC	""
FLT4	FLT4	Definite	FLT4	KENPAULLONE	""	DTC	""
FLT4	FLT4	Definite	FLT4	DORAMAPIMOD	""	DTC	""
